Energy (eV),Counts
2008.2966501378128,3.7058823529411766
2008.306978221157,12.058823529411764
2008.3173082037354,12.865546218487395
2008.3276400856425,14.6890756302521
2008.3379738669735,11.109243697478991
2008.3483095478236,13.815126050420169
2008.3586471282874,8.235294117647058
2008.36898660846,15.789915966386555
2008.3793279884362,8.294117647058824
2008.3896712683113,7.378151260504202
2008.4000164481793,6.53781512605042
2008.4103635281365,11.067226890756302
2008.4207125082764,14.571428571428571
2008.431063388695,8.344537815126051
2008.441416169487,11.957983193277311
2008.451770850747,13.756302521008404
2008.4621274325702,13.857142857142858
2008.4724859150517,7.319327731092437
2008.482846298286,7.38655462184874
2008.4932085823684,6.352941176470588
2008.5035727673937,11.857142857142858
2008.5139388534571,12.840336134453782
2008.524306840653,9.126050420168067
2008.534676729077,8.168067226890756
2008.545048518824,17.42016806722689
2008.5554222099881,12.798319327731093
2008.5657978026652,3.697478991596639
2008.5761752969497,9.201680672268907
2008.586554692937,11.050420168067227
2008.5969359907215,9.168067226890756
2008.6073191903986,12.92436974789916
2008.6177042920633,15.579831932773109
2008.6280912958102,11.058823529411764
2008.6384802017344,19.310924369747898
2008.6488710099309,17.436974789915965
2008.6592637204947,8.285714285714286
2008.6696583335206,11.915966386554622
2008.6800548491037,8.344537815126051
2008.690453267339,9.243697478991596
2008.7008535883215,15.621848739495798
2008.711255812146,5.487394957983193
2008.7216599389076,18.369747899159663
2008.732065968701,12.823529411764707
2008.742473901621,11.058823529411764
2008.7528837377638,10.193277310924369
2008.7632954772228,11.07563025210084
2008.7737091200938,8.268907563025211
2008.7841246664716,10.126050420168067
2008.7945421164516,12.92436974789916
2008.8049614701279,10.949579831932773
2008.8153827275958,11.050420168067227
2008.8258058889508,17.41176470588235
2008.8362309542874,10.142857142857142
2008.8466579237006,8.268907563025211
2008.8570867972855,12.857142857142858
2008.867517575137,14.756302521008404
2008.8779502573507,11.042016806722689
2008.88838484402,13.655462184873949
2008.898821335241,10.134453781512605
2008.909259731109,11.084033613445378
2008.9197000317183,7.4033613445378155
2008.930142237164,8.378151260504202
2008.9405863475413,12.899159663865547
2008.9510323629447,8.3109243697479
2008.96148028347,7.369747899159663
2008.9719301092118,10.974789915966387
2008.9823818402647,15.588235294117647
2008.992835476724,11.117647058823529
2009.0032910186849,8.3109243697479
2009.013748466242,11.117647058823529
2009.0242078194906,7.3277310924369745
2009.0346690785257,6.394957983193278
2009.0451322434417,13.781512605042018
2009.0555973143346,12.941176470588236
2009.0660642912983,11.058823529411764
2009.076533174429,12.890756302521009
2009.0870039638203,7.394957983193278
2009.0974766595682,6.4789915966386555
2009.1079512617673,8.243697478991596
2009.1184277705129,10.117647058823529
2009.1289061859,11.092436974789916
2009.139386508023,20.22689075630252
2009.1498687369776,15.571428571428571
2009.1603528728588,11.882352941176471
2009.1708389157607,12.974789915966387
2009.181326865779,16.428571428571427
2009.191816723009,10.991596638655462
2009.2023084875452,12.949579831932773
2009.2128021594826,13.84873949579832
